,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
535,535,536,Lewis Cook,ENG,MF,Bournemouth,Premier League,26,1997,19,17,1486,16.5,0,0.3,0.0,0.0,0.0,0.0,28.0,0.06,0.0,0.0,30.8,39.2,78.8,518.1,161.8,14.8,16.8,88.1,12.5,14.6,85.9,2.67,4.79,55.7,0.12,1.27,2.97,0.67,0.48,3.27,39.2,36.1,2.91,1.82,0.06,0.18,2.18,0.0,0.61,0.61,0.0,0.0,30.8,0.18,1.03,1.94,1.27,0.42,0.0,0.0,0.06,0.18,0.24,0.12,0.06,0.0,0.0,0.0,0.06,2.18,1.33,0.55,1.33,0.3,1.03,1.94,53.1,0.91,1.45,0.55,0.91,1.03,3.21,1.39,0.0,48.4,3.27,14.5,25.0,9.52,0.48,48.4,0.97,0.36,37.5,0.48,50.0,21.7,114.4,44.9,0.55,0.91,0.06,0.79,0.85,26.3,0.48,0.12,0.0,0.0,0.73,0.48,0.0,2.18,1.33,0.0,0.0,0.0,6.85,0.42,0.48,46.7
536,536,537,Steve Cook,ENG,DF,Nott'ham Forest,Premier League,31,1991,12,11,957,10.6,0,0.28,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,34.8,43.3,80.4,743.8,236.9,7.55,9.34,80.8,22.1,24.6,89.7,4.81,8.58,56.0,0.0,0.28,1.7,0.19,0.09,1.79,43.3,42.0,1.23,1.04,0.0,0.57,0.09,0.19,0.0,0.0,0.0,0.0,34.8,0.09,0.19,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.38,0.38,0.38,0.0,0.47,0.66,71.4,0.19,1.51,1.04,0.47,1.13,1.89,4.81,0.0,52.7,9.43,30.3,20.8,1.79,0.94,52.7,0.09,0.09,100.0,0.0,0.0,26.8,122.0,54.4,0.09,0.28,0.0,0.28,0.19,33.0,0.0,0.38,0.0,0.0,0.47,0.19,0.0,0.09,0.38,0.0,0.09,0.0,3.3,2.55,0.94,73.0
537,537,538,Liam Cooper,SCO,DF,Leeds United United,Premier League,31,1991,13,12,1106,12.3,1,0.73,0.16,22.2,0.11,0.5,8.9,0.0,0.0,0.0,39.0,49.5,78.8,714.6,274.1,15.1,17.2,87.7,20.2,24.1,83.8,3.09,6.83,45.2,0.0,0.33,2.36,0.0,0.0,2.11,49.5,47.6,1.95,1.95,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.16,0.98,0.81,0.08,0.0,0.08,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,2.2,1.54,1.63,0.49,0.08,1.14,1.71,66.7,0.57,0.65,0.24,0.41,2.03,4.23,3.41,0.16,60.4,6.5,31.5,27.1,2.36,1.46,60.4,0.24,0.08,33.3,0.0,0.0,28.9,131.3,55.9,0.08,0.16,0.0,0.65,0.08,32.0,0.08,0.16,0.0,0.0,0.73,0.65,0.0,0.0,1.54,0.0,0.0,0.0,6.59,3.74,2.2,63.0
542,542,543,Maxwel Cornet,CIV,FW,West Ham,Premier League,26,1996,5,1,91,1.0,0,4.0,1.0,25.0,0.0,0.0,9.8,0.0,0.0,0.0,20.0,30.0,66.7,266.0,46.0,13.0,18.0,72.2,7.0,8.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,27.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,42.0,0.0,6.0,9.0,27.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,24.0,90.0,31.0,2.0,0.0,1.0,3.0,2.0,32.0,15.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,40.0
550,550,551,Diego Costa,ESP,FW,Wolves,Premier League,34,1988,10,8,644,7.2,0,2.92,0.97,33.3,0.0,0.0,11.7,0.0,0.0,0.0,9.31,12.8,72.8,106.7,14.3,5.28,5.83,90.5,2.36,3.19,73.9,0.14,0.14,100.0,0.0,0.69,0.42,0.14,0.0,0.56,12.8,12.4,0.42,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,9.31,0.0,1.11,1.53,0.83,0.0,0.28,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.0,0.0,0.14,0.28,50.0,0.14,0.69,0.14,0.56,0.28,0.56,0.97,0.0,21.4,1.11,2.5,8.06,11.1,5.14,21.4,0.42,0.28,66.7,0.14,33.3,11.4,63.3,23.1,1.39,0.42,1.11,1.67,0.97,15.1,4.58,0.28,0.14,0.0,2.36,0.56,1.67,0.69,0.0,0.0,0.0,0.0,1.67,2.22,3.33,40.0
556,556,557,Vladimír Coufal,CZE,DF,West Ham,Premier League,30,1992,16,14,1291,14.3,0,0.35,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,31.7,50.1,63.3,549.0,279.2,15.4,17.8,86.3,12.4,19.0,65.4,3.15,9.09,34.6,0.0,0.98,2.87,1.05,0.63,4.34,50.1,38.5,11.3,0.56,0.0,0.0,5.1,10.7,0.0,0.0,0.0,0.0,31.7,0.35,2.52,2.31,1.75,0.42,0.0,0.07,0.07,0.0,0.14,0.07,0.07,0.0,0.0,0.0,0.0,2.31,1.4,1.47,0.49,0.35,1.4,1.96,71.4,0.56,1.26,0.35,0.91,1.68,3.99,2.38,0.0,60.9,3.85,17.3,23.8,19.9,0.77,60.9,0.56,0.0,0.0,0.21,37.5,23.7,144.0,78.7,2.73,1.96,0.0,1.05,0.7,30.1,4.9,0.28,0.0,0.0,1.12,0.77,0.0,5.1,1.4,0.0,0.0,0.0,5.52,1.4,1.05,57.1
561,561,562,Philippe Coutinho,BRA,MFFW,Aston Villa,Premier League,30,1992,18,6,712,7.9,0,2.41,0.76,31.6,0.0,0.0,21.5,0.25,0.0,0.0,34.2,45.7,74.8,480.9,110.5,21.3,24.8,85.7,10.0,13.5,73.8,1.9,4.3,44.1,0.0,0.89,3.54,0.89,0.25,5.7,45.7,41.8,3.67,1.65,0.38,0.0,2.41,0.51,0.76,0.38,0.13,0.0,34.2,0.25,0.76,2.91,2.28,0.13,0.38,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.14,0.76,0.51,0.38,0.63,1.14,55.6,0.51,0.89,0.13,0.76,0.38,2.03,0.13,0.0,58.0,0.25,3.29,29.6,25.8,2.78,58.0,3.8,1.52,40.0,1.77,46.7,36.5,208.1,88.6,2.15,3.29,0.51,2.66,1.77,43.4,8.1,0.38,0.0,0.0,1.77,1.52,0.25,2.41,1.14,0.0,0.0,0.0,4.81,0.38,1.52,20.0
563,563,564,Conor Coventry,IRL,MFFW,West Ham,Premier League,22,2000,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,565,566,Aaron Cresswell,ENG,DF,West Ham,Premier League,33,1989,18,17,1533,17.0,0,0.41,0.06,14.3,0.0,0.0,22.8,0.18,0.0,0.0,50.8,63.9,79.6,819.1,377.8,28.6,30.5,93.8,17.4,21.7,80.2,4.24,8.47,50.0,0.0,1.76,4.41,1.41,0.76,6.94,63.9,51.6,12.2,1.76,0.06,0.24,5.94,8.24,2.18,0.12,1.71,0.06,50.8,0.12,1.47,3.12,2.06,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.41,0.47,0.35,0.0,0.35,0.94,37.5,0.59,1.0,0.47,0.53,1.18,2.0,2.35,0.0,70.8,3.71,21.8,30.4,18.9,0.47,70.8,0.35,0.12,33.3,0.18,50.0,33.5,151.6,74.4,1.59,1.24,0.06,0.24,0.35,43.3,4.06,0.12,0.0,0.0,0.47,0.29,0.06,5.94,0.41,0.0,0.0,0.0,4.71,1.41,1.18,54.5
571,571,572,Marc Cucurella,ESP,DF,Chelsea,Premier League,24,1998,20,17,1345,14.9,0,0.4,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,59.9,71.8,83.4,913.4,272.9,32.7,35.4,92.4,21.7,25.0,87.1,3.36,6.51,51.5,0.13,0.54,3.83,0.6,0.4,3.56,71.8,60.9,10.5,1.34,0.0,0.07,2.75,8.26,0.87,0.54,0.2,0.0,59.9,0.47,1.54,1.54,1.14,0.4,0.0,0.0,0.0,0.0,0.2,0.13,0.07,0.0,0.0,0.0,0.0,3.29,1.41,2.08,0.67,0.54,1.61,2.82,57.1,1.21,1.54,0.4,1.14,0.74,4.03,2.62,0.0,82.7,3.56,25.6,36.5,21.1,0.67,82.7,0.87,0.34,38.5,0.4,46.2,42.9,176.0,97.0,1.54,1.07,0.07,0.94,0.34,51.0,3.76,0.13,0.0,0.0,0.81,1.01,0.07,2.75,1.41,0.0,0.0,0.0,6.51,0.81,0.74,52.2
575,575,576,Matheus Cunha,BRA,FW,Wolves,Premier League,23,1999,5,3,250,2.8,0,2.14,0.71,33.3,0.0,0.0,17.2,0.0,0.0,0.0,15.7,21.8,72.1,200.4,19.6,11.4,14.6,78.0,2.5,3.21,77.8,1.07,2.14,50.0,0.0,0.71,0.0,0.36,0.0,0.71,21.8,18.6,3.21,0.36,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.71,2.86,2.14,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.36,0.36,0.36,100.0,0.0,2.14,0.36,1.79,0.71,1.07,1.79,0.0,36.4,1.07,9.29,16.4,12.1,2.86,36.4,3.57,1.79,50.0,1.07,30.0,17.1,113.9,38.6,1.43,0.36,0.36,5.0,1.79,19.3,4.29,0.0,0.0,0.0,2.86,1.79,0.71,0.71,0.0,0.0,0.0,0.0,5.36,0.71,5.0,12.5
586,586,587,Patson Daka,ZAM,FW,Leicester City City,Premier League,24,1998,17,9,706,7.8,3,2.44,1.41,57.9,0.16,0.27,14.9,0.0,0.0,0.0,13.3,20.1,66.2,164.7,35.3,8.21,11.0,74.4,3.97,5.77,68.9,0.13,0.51,25.0,0.38,1.28,0.64,0.64,0.13,1.41,20.1,18.1,2.05,0.0,0.51,0.0,0.51,0.26,0.0,0.0,0.0,0.0,13.3,0.0,0.51,2.18,1.67,0.0,0.0,0.26,0.26,0.0,0.64,0.38,0.0,0.0,0.26,0.0,0.0,1.03,0.64,0.38,0.64,0.0,0.13,0.51,25.0,0.38,0.9,0.26,0.64,0.38,1.41,0.77,0.0,31.3,1.41,2.95,11.9,16.7,4.62,31.3,1.15,0.51,44.4,0.51,44.4,14.5,83.2,37.3,1.41,0.77,0.77,3.85,1.03,20.8,6.15,0.26,0.0,0.0,1.41,0.77,0.64,0.51,0.64,0.13,0.0,0.0,2.31,1.41,2.31,37.9
588,588,589,Diogo Dalot,POR,DF,Manchester Utd,Premier League,23,1999,15,14,1268,14.1,0,0.99,0.28,28.6,0.0,0.0,19.7,0.0,0.0,0.0,45.3,58.6,77.4,813.8,262.9,19.4,22.2,87.5,20.1,24.6,81.8,4.82,8.72,55.3,0.14,1.56,3.83,1.49,0.85,3.48,58.6,48.8,9.57,0.57,0.14,1.06,2.06,9.01,0.0,0.0,0.0,0.0,45.3,0.21,1.42,2.48,2.2,0.0,0.07,0.14,0.0,0.07,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.2,1.77,1.84,0.35,0.0,1.35,1.99,67.9,0.64,1.28,0.43,0.85,1.63,3.83,2.13,0.07,69.2,5.04,23.9,28.2,17.5,1.91,69.2,1.63,0.92,56.5,0.43,26.1,34.0,184.8,95.2,2.41,1.13,0.85,0.99,0.28,39.6,3.83,0.35,0.0,0.0,1.06,0.21,0.0,2.06,1.77,0.0,0.0,0.0,6.38,1.7,0.78,68.6
590,590,591,Mikkel Damsgaard,DEN,MFFW,Brentford,Premier League,22,2000,11,1,285,3.2,0,1.25,0.94,75.0,0.0,0.0,17.3,0.0,0.0,0.0,28.4,40.0,71.1,389.7,162.5,15.6,17.2,90.9,9.06,13.4,67.4,1.56,3.44,45.5,0.0,1.56,4.06,1.88,0.0,4.38,40.0,35.6,3.44,2.5,0.31,0.0,2.81,0.31,0.31,0.31,0.0,0.0,28.4,0.94,1.56,3.75,2.81,0.94,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,2.81,2.19,1.88,0.63,0.31,1.56,5.31,29.4,3.75,1.25,0.0,1.25,0.63,3.44,1.56,0.0,51.9,0.31,8.13,24.1,20.0,2.81,51.9,2.19,0.94,42.9,0.94,42.9,27.5,104.1,45.0,1.25,1.25,0.31,2.5,0.31,29.4,3.75,0.63,0.0,0.0,1.56,1.25,0.0,2.81,2.19,0.0,0.0,0.0,7.5,0.31,2.19,12.5
593,593,594,Danilo,BRA,MF,Nott'ham Forest,Premier League,21,2001,2,1,91,1.0,0,1.0,0.0,0.0,0.0,0.0,31.9,0.0,0.0,0.0,27.0,38.0,71.1,524.0,141.0,10.0,15.0,66.7,12.0,16.0,75.0,4.0,6.0,66.7,0.0,1.0,4.0,0.0,0.0,3.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,3.0,0.0,1.0,5.0,20.0,4.0,2.0,1.0,1.0,0.0,6.0,3.0,0.0,60.0,3.0,19.0,33.0,8.0,0.0,60.0,2.0,2.0,100.0,0.0,0.0,31.0,111.0,49.0,0.0,0.0,0.0,4.0,1.0,28.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,2.0,2.0,50.0
595,595,596,Arnaut Danjuma,NED,FW,Tottenham Hotspur,Premier League,26,1997,1,0,12,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,110.0,54.5,990.0,80.0,30.0,50.0,60.0,20.0,20.0,100.0,10.0,10.0,100.0,0.0,10.0,0.0,10.0,10.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,10.0,80.0,50.0,0.0,140.0,30.0,20.0,66.7,10.0,33.3,90.0,860.0,630.0,30.0,10.0,0.0,10.0,0.0,120.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,604,605,Josh Dasilva,ENG,MF,Brentford,Premier League,24,1998,22,11,999,11.1,3,1.17,0.45,38.5,0.23,0.6,21.3,0.0,0.0,0.0,30.4,38.2,79.5,515.4,126.8,15.2,17.4,87.6,12.0,13.6,88.1,2.7,4.68,57.7,0.18,0.81,2.34,1.44,0.36,3.69,38.2,36.6,1.62,0.54,0.09,0.0,2.25,0.72,0.36,0.27,0.0,0.0,30.4,0.0,1.26,2.88,2.43,0.09,0.18,0.09,0.09,0.0,0.45,0.36,0.0,0.0,0.0,0.09,0.0,1.26,0.63,0.45,0.45,0.36,0.45,1.08,41.7,0.63,1.35,0.45,0.9,0.27,1.53,0.45,0.0,47.2,0.81,9.01,21.4,17.5,1.98,47.2,3.06,1.8,58.8,0.81,26.5,33.0,212.3,100.9,3.78,2.61,0.54,1.53,1.62,34.7,3.33,0.09,0.0,0.0,0.81,1.26,0.0,2.25,0.63,0.0,0.0,0.0,3.87,0.54,0.45,54.5
607,607,608,Ben Davies,WAL,DF,Tottenham Hotspur,Premier League,29,1993,20,16,1441,16.0,2,0.63,0.25,40.0,0.2,0.5,16.1,0.0,0.0,0.0,47.7,56.5,84.4,797.9,277.8,22.8,24.9,91.2,20.3,22.4,90.3,3.44,6.19,55.6,0.06,0.81,3.75,0.19,0.13,5.13,56.5,53.6,2.69,1.44,0.0,0.38,0.88,1.25,0.0,0.0,0.0,0.0,47.7,0.19,0.56,1.44,1.25,0.0,0.0,0.19,0.0,0.0,0.25,0.13,0.0,0.0,0.13,0.0,0.0,0.94,0.44,0.44,0.44,0.06,0.5,0.94,53.3,0.44,0.81,0.38,0.44,0.81,1.75,2.69,0.0,64.6,4.19,23.4,33.8,7.5,0.88,64.6,0.56,0.19,33.3,0.31,55.6,38.4,213.7,133.4,1.56,1.75,0.06,0.69,0.31,46.0,1.81,0.13,0.0,0.0,1.19,0.5,0.0,0.88,0.44,0.0,0.0,0.0,3.5,2.25,2.0,52.9
608,608,609,Tom Davies,ENG,MF,Everton,Premier League,24,1998,10,4,413,4.6,0,1.3,0.22,16.7,0.0,0.0,19.5,0.0,0.0,0.0,30.2,39.8,76.0,523.9,147.6,14.3,18.3,78.6,12.4,14.6,85.1,2.83,4.78,59.1,0.0,0.22,4.13,0.22,0.0,5.22,39.8,38.7,0.87,0.87,0.65,0.65,0.22,0.0,0.0,0.0,0.0,0.0,30.2,0.22,0.65,0.87,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,1.52,0.87,1.09,0.22,0.87,1.3,66.7,0.43,1.52,0.22,1.3,0.65,2.83,1.3,0.22,50.4,2.17,12.6,30.0,7.83,2.17,50.4,0.65,0.22,33.3,0.43,66.7,23.0,96.3,46.1,0.43,0.22,0.0,2.39,0.22,33.0,1.52,0.43,0.0,0.0,0.65,1.09,0.22,0.22,1.52,0.0,0.0,0.0,4.57,1.52,2.61,36.8
610,610,611,Craig Dawson,ENG,DF,West Ham,Premier League,32,1990,8,8,720,8.0,0,0.75,0.13,16.7,0.0,0.0,15.1,0.0,0.0,0.0,30.6,38.8,79.0,675.5,271.3,9.25,10.8,86.0,15.1,17.1,88.3,6.0,9.88,60.8,0.0,0.13,3.13,0.0,0.0,2.25,38.8,37.4,1.13,1.0,0.0,0.25,0.25,0.13,0.0,0.0,0.0,0.0,30.6,0.25,0.38,1.5,1.25,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,1.25,0.75,1.0,0.25,0.0,0.5,0.75,66.7,0.25,1.13,0.75,0.38,0.75,2.0,3.25,0.0,47.5,6.63,26.4,17.8,3.5,1.75,47.5,0.13,0.0,0.0,0.13,100.0,24.1,130.3,75.0,0.0,0.63,0.0,0.25,0.5,27.0,0.13,0.25,0.0,0.0,0.75,0.38,0.0,0.25,0.75,0.13,0.13,0.0,5.63,1.75,0.88,66.7
611,611,612,Craig Dawson,ENG,DF,Wolves,Premier League,32,1990,2,2,180,2.0,1,1.0,0.5,50.0,0.5,1.0,9.5,0.0,0.0,0.0,48.0,54.5,88.1,948.0,351.5,15.0,15.5,96.8,25.5,28.0,91.1,7.0,10.0,70.0,0.0,0.5,2.5,0.0,0.0,1.0,54.5,52.5,1.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,48.0,0.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,1.5,33.3,1.0,2.0,2.0,0.0,0.0,1.0,7.5,0.5,67.0,15.5,44.5,21.5,1.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,33.5,119.0,68.0,0.0,0.0,0.0,0.5,0.0,43.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,6.0,3.0,3.5,46.2
612,612,613,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,31,1991,20,18,1599,17.8,3,2.64,0.9,34.0,0.06,0.19,23.6,0.28,0.0,0.0,42.8,59.4,71.9,809.7,242.5,19.1,22.6,84.6,17.1,23.1,74.2,5.96,10.3,57.6,0.62,3.6,4.44,3.71,0.79,8.76,59.4,53.1,5.79,2.08,1.12,1.12,8.82,1.12,2.58,0.73,1.24,0.17,42.8,0.51,1.52,6.52,4.55,1.18,0.22,0.39,0.06,0.11,1.12,0.9,0.11,0.0,0.06,0.06,0.0,1.07,0.51,0.17,0.51,0.39,0.62,1.52,40.7,0.9,1.01,0.11,0.9,0.22,1.29,0.39,0.0,68.5,0.51,4.04,25.7,39.7,3.93,68.5,1.85,0.84,45.5,0.67,36.4,41.1,216.2,129.3,3.99,2.81,0.67,1.74,1.29,52.9,8.88,0.06,0.0,0.0,0.9,0.9,0.17,8.82,0.51,0.06,0.0,0.0,3.71,0.45,0.56,44.4
635,635,636,Siriki Dembélé,CIV,FWMF,Bournemouth,Premier League,26,1996,6,0,110,1.2,0,1.67,1.67,100.0,0.0,0.0,16.6,0.0,0.0,0.0,30.8,39.2,78.7,452.5,185.8,18.3,24.2,75.9,8.33,10.8,76.9,1.67,1.67,100.0,0.0,3.33,1.67,2.5,1.67,3.33,39.2,37.5,1.67,0.0,0.0,0.0,2.5,1.67,0.0,0.0,0.0,0.0,30.8,0.0,0.83,4.17,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.83,1.67,0.83,0.0,0.0,0.83,0.0,0.83,0.83,0.0,0.83,0.83,3.33,0.83,0.0,59.2,0.83,8.33,25.0,27.5,2.5,59.2,8.33,5.0,60.0,2.5,30.0,39.2,259.2,133.3,4.17,1.67,0.83,7.5,4.17,41.7,9.17,0.0,0.0,0.0,0.83,1.67,0.0,2.5,0.83,0.0,0.0,0.0,7.5,0.0,3.33,0.0
643,643,644,Leander Dendoncker,BEL,MF,Aston Villa,Premier League,27,1995,12,3,341,3.8,0,0.26,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.0,33.9,38.9,87.2,526.1,103.4,17.4,18.7,93.0,13.4,15.0,89.5,1.58,2.63,60.0,0.0,1.32,2.37,0.0,0.0,2.63,38.9,37.9,1.05,0.79,0.0,0.0,0.53,0.26,0.0,0.0,0.0,0.0,33.9,0.0,1.05,1.84,1.32,0.0,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1.05,2.11,0.53,0.26,1.84,3.16,58.3,1.32,2.63,0.53,2.11,1.58,4.47,1.58,0.0,50.5,2.89,14.2,28.7,7.63,1.05,50.5,1.05,0.53,50.0,0.53,50.0,22.1,100.0,45.5,0.26,1.05,0.0,1.32,0.26,27.1,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.53,1.05,0.0,0.0,0.0,5.26,1.32,1.58,45.5
644,644,645,Leander Dendoncker,BEL,MF,Wolves,Premier League,27,1995,4,2,214,2.4,0,1.25,0.83,66.7,0.0,0.0,16.7,0.0,0.0,0.0,35.8,41.3,86.9,610.8,117.5,18.8,20.8,90.0,13.3,13.3,100.0,3.33,3.33,100.0,0.0,0.83,1.67,0.42,0.42,2.5,41.3,40.0,1.25,1.25,0.0,0.83,0.42,0.0,0.0,0.0,0.0,0.0,35.8,0.0,2.08,1.67,1.25,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.83,0.0,1.25,0.42,0.83,1.25,66.7,0.42,0.83,0.0,0.83,3.75,5.42,1.67,0.0,53.3,2.5,13.8,31.3,8.75,2.08,53.3,0.83,0.42,50.0,0.42,50.0,25.0,85.4,32.1,0.42,0.0,0.0,0.83,0.83,32.1,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.83,0.0,0.0,0.0,6.67,0.83,2.08,28.6
645,645,646,Emmanuel Dennis,NGA,FW,Nott'ham Forest,Premier League,25,1997,11,3,408,4.5,1,2.44,0.44,18.2,0.09,0.5,14.1,0.44,0.0,0.0,17.1,24.7,69.4,262.9,49.8,10.4,12.2,85.5,4.22,6.67,63.3,1.56,2.0,77.8,0.22,0.89,0.89,0.44,0.22,2.0,24.7,23.6,0.89,0.0,0.0,0.0,1.33,0.67,0.0,0.0,0.0,0.0,17.1,0.22,2.22,3.11,1.78,0.22,0.22,0.0,0.89,0.0,0.44,0.22,0.0,0.0,0.0,0.22,0.0,1.56,1.11,0.67,0.44,0.44,0.44,1.11,40.0,0.67,1.11,0.0,1.11,0.0,1.56,0.44,0.0,42.4,0.0,4.89,15.6,22.9,4.89,42.4,5.78,1.78,30.8,2.89,50.0,27.3,178.7,85.8,2.22,2.44,0.89,4.22,3.78,30.4,7.11,0.44,0.0,0.0,1.33,3.78,0.89,1.33,1.11,0.0,0.0,0.0,4.0,1.33,2.0,40.0
