,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
1655,1655,1656,Alexander Mighten,ENG,FW,Nott'ham Forest,Premier League,20,2002,1,0,8,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,110.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,30.0,0.0,40.0,30.0,0.0,0.0,20.0,66.7,40.0,270.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,1663,1664,Luka Milivojevi?,SRB,MF,Crystal Palace,Premier League,31,1991,11,2,293,3.3,0,1.52,0.0,0.0,0.0,0.0,25.4,0.3,0.0,0.0,40.0,49.1,81.5,683.6,205.5,18.5,20.3,91.0,17.3,20.9,82.6,3.33,5.45,61.1,0.0,0.61,3.33,0.3,0.0,4.24,49.1,46.7,2.12,1.82,0.0,0.61,0.91,0.3,0.0,0.0,0.0,0.0,40.0,0.3,0.0,0.61,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,1.82,1.52,0.91,0.61,1.82,1.82,100.0,0.0,2.42,0.3,2.12,1.82,4.85,2.42,0.0,61.2,4.85,21.8,29.7,10.6,0.0,61.2,0.0,0.0,0.0,0.0,0.0,32.4,134.8,45.5,0.3,0.61,0.0,0.61,1.52,35.8,0.61,0.0,0.0,0.0,2.42,0.61,0.0,0.91,1.82,0.0,0.0,0.0,6.36,1.82,0.61,75.0
1667,1667,1668,James Milner,ENG,DFMF,Liverpool,Premier League,37,1986,14,5,546,6.1,0,0.98,0.16,16.7,0.0,0.0,16.2,0.0,0.0,0.0,51.0,68.9,74.0,941.0,348.0,23.0,25.6,89.7,21.0,25.2,83.1,5.9,13.4,43.9,0.16,1.48,5.74,1.8,0.66,6.56,68.9,57.4,11.1,2.3,0.16,0.33,6.72,7.05,1.8,0.33,1.48,0.0,51.0,0.33,2.3,4.43,2.95,0.66,0.49,0.33,0.0,0.0,0.33,0.16,0.16,0.0,0.0,0.0,0.0,1.64,0.66,0.49,0.66,0.49,0.66,2.79,23.5,2.13,1.8,0.33,1.48,1.64,3.28,1.48,0.0,81.3,2.46,18.7,35.7,27.0,3.28,81.3,2.62,1.31,50.0,0.98,37.5,41.3,184.8,90.7,1.97,1.64,0.66,2.13,1.48,50.8,8.52,0.16,0.0,0.0,1.15,1.31,0.0,6.72,0.66,0.0,0.0,0.0,5.74,1.15,1.48,43.8
1670,1670,1671,Yerry Mina,COL,DF,Everton,Premier League,28,1994,3,3,234,2.6,1,1.15,0.77,66.7,0.33,0.5,12.4,0.0,0.0,0.0,60.0,66.9,89.7,1054.2,367.7,21.9,23.8,91.9,34.6,38.1,90.9,2.69,4.23,63.6,0.0,0.0,3.85,0.0,0.0,2.69,66.9,62.7,4.23,3.85,0.0,0.38,0.0,0.38,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,1.54,1.54,1.92,0.0,2.69,2.69,100.0,0.0,0.77,0.38,0.38,0.77,4.23,3.46,0.0,79.6,9.62,35.4,41.2,3.46,1.15,79.6,0.0,0.0,0.0,0.0,0.0,46.2,231.9,126.2,0.38,0.38,0.0,1.15,0.0,54.2,0.38,0.38,0.0,0.0,1.54,1.15,0.0,0.0,1.54,0.0,0.0,0.0,4.62,2.69,2.69,50.0
1672,1672,1673,Tyrone Mings,ENG,DF,Aston Villa,Premier League,29,1993,19,19,1710,19.0,0,0.05,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,41.9,49.9,84.0,831.1,328.1,12.7,13.9,91.3,24.2,26.1,92.7,4.63,8.95,51.8,0.05,0.16,3.05,0.16,0.0,3.0,49.9,48.1,1.74,1.42,0.05,0.47,0.11,0.32,0.0,0.0,0.0,0.0,41.9,0.11,0.21,0.79,0.68,0.0,0.0,0.0,0.11,0.0,0.16,0.11,0.0,0.0,0.0,0.05,0.0,0.42,0.11,0.21,0.21,0.0,0.21,0.42,50.0,0.21,1.16,0.58,0.58,1.68,2.11,4.21,0.05,59.1,9.47,32.8,24.5,1.89,0.58,59.1,0.26,0.05,20.0,0.11,40.0,35.7,189.9,101.2,0.47,0.32,0.05,0.26,0.21,38.8,0.32,0.21,0.0,0.0,0.68,0.63,0.05,0.11,0.11,0.05,0.0,0.05,5.21,1.58,0.89,63.8
1678,1678,1679,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,23,1999,20,18,1460,16.2,0,0.19,0.06,33.3,0.0,0.0,11.3,0.0,0.0,0.0,35.3,49.8,71.0,573.0,282.0,17.8,21.5,82.8,14.9,19.5,76.6,1.98,5.93,33.3,0.12,0.49,3.33,0.68,0.31,3.77,49.8,38.8,10.9,1.3,0.0,0.0,1.79,9.57,0.0,0.0,0.0,0.0,35.3,0.12,2.04,1.05,0.86,0.06,0.06,0.0,0.0,0.06,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.91,1.23,1.23,0.56,0.12,0.74,1.67,44.4,0.93,1.36,0.31,1.05,1.3,3.21,2.53,0.0,59.0,3.77,21.9,25.6,12.0,0.99,59.0,1.05,0.49,47.1,0.37,35.3,26.7,107.2,50.8,0.86,0.68,0.19,1.05,0.8,30.7,2.59,0.25,0.06,0.0,1.05,0.43,0.0,1.79,1.23,0.0,0.0,0.0,6.3,0.86,0.86,50.0
1679,1679,1680,Kaoru Mitoma,JPN,FWDF,Brighton,Premier League,25,1997,16,9,930,10.3,5,1.84,1.07,57.9,0.26,0.45,12.3,0.0,0.0,0.0,34.8,43.4,80.1,474.6,107.5,23.0,25.6,89.8,9.61,12.4,77.3,1.07,1.84,57.9,0.1,1.26,1.55,1.46,0.0,3.79,43.4,41.9,1.17,0.0,0.1,0.19,1.94,0.97,0.19,0.0,0.0,0.0,34.8,0.29,1.36,3.69,2.82,0.0,0.49,0.19,0.19,0.0,0.58,0.39,0.0,0.1,0.1,0.0,0.0,2.14,1.46,0.87,0.87,0.39,0.97,1.55,62.5,0.58,1.17,0.0,1.17,0.39,2.52,0.78,0.0,56.1,1.07,7.67,19.9,29.3,5.92,56.1,4.47,2.43,54.3,1.46,32.6,37.3,279.0,166.7,5.83,3.2,2.62,2.62,1.26,42.3,10.4,0.0,0.0,0.0,0.49,0.97,0.39,1.94,1.46,0.0,0.0,0.0,4.85,0.68,0.39,63.6
1680,1680,1681,Aleksandar Mitrovi?,SRB,FW,Fulham,Premier League,28,1994,19,19,1633,18.1,11,4.2,1.33,31.6,0.11,0.33,15.1,0.0,0.17,0.33,13.2,21.9,60.4,204.5,44.3,7.62,11.3,67.3,3.92,6.19,63.4,1.33,2.1,63.2,0.06,0.83,1.16,0.39,0.06,1.93,21.9,21.5,0.33,0.0,0.22,0.28,0.17,0.17,0.0,0.0,0.0,0.0,13.2,0.0,0.99,2.93,1.33,0.0,0.5,0.72,0.33,0.06,0.5,0.11,0.0,0.06,0.22,0.11,0.0,0.66,0.33,0.33,0.22,0.11,0.22,0.44,50.0,0.22,0.83,0.22,0.61,0.17,0.83,0.88,0.06,36.6,1.22,3.65,17.7,15.5,6.57,36.2,2.15,1.1,51.3,0.99,46.2,20.8,88.2,33.0,1.05,0.61,0.5,3.09,2.54,29.1,4.53,0.28,0.0,0.0,1.6,1.71,0.66,0.17,0.33,0.11,0.0,0.0,2.76,4.64,4.64,50.0
1704,1704,1705,Kieffer Moore,WAL,FW,Bournemouth,Premier League,30,1992,20,12,1119,12.4,4,1.37,0.48,35.3,0.24,0.67,11.0,0.0,0.0,0.0,15.0,25.6,58.7,206.9,37.0,8.31,13.3,62.4,4.35,6.77,64.3,0.81,1.45,55.6,0.0,0.32,1.29,0.4,0.0,1.61,25.6,23.8,1.77,0.08,0.0,0.08,0.48,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.97,1.29,0.97,0.0,0.08,0.0,0.24,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.05,0.89,0.16,0.65,0.24,0.4,1.29,31.3,0.89,0.81,0.4,0.4,0.08,1.13,1.61,0.0,36.2,2.34,3.87,20.7,11.7,3.31,36.2,0.89,0.08,9.1,0.48,54.5,18.1,69.4,21.6,0.81,0.65,0.16,3.06,2.42,27.9,3.55,0.0,0.0,0.0,1.77,2.26,0.08,0.48,0.89,0.0,0.0,0.0,1.94,4.44,4.11,51.9
1705,1705,1706,Andrew Moran,IRL,FW,Brighton,Premier League,19,2003,1,0,12,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,130.0,0.0,10.0,10.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,50.0,10.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,20.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,1709,1710,Álex Moreno,ESP,DF,Aston Villa,Premier League,29,1993,3,1,216,2.4,0,2.5,0.42,16.7,0.0,0.0,19.1,0.0,0.0,0.0,48.3,69.2,69.9,634.6,215.4,27.9,34.2,81.7,16.3,22.5,72.2,0.83,3.75,22.2,0.0,1.25,1.25,1.25,0.83,2.5,69.2,59.2,9.58,2.08,0.0,0.0,4.58,7.5,0.0,0.0,0.0,0.0,48.3,0.42,2.92,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.83,0.83,0.0,0.42,0.83,1.25,66.7,0.42,0.83,0.42,0.42,0.0,1.25,1.25,0.42,82.5,2.92,20.4,36.3,26.3,3.75,82.5,3.75,0.83,22.2,2.08,55.6,44.6,198.8,86.3,2.08,1.67,0.83,2.92,1.67,52.5,11.3,0.42,0.0,0.0,2.5,1.67,0.0,4.58,0.83,0.0,0.0,0.0,7.08,0.83,0.42,66.7
1725,1725,1726,Mason Mount,ENG,MFFW,Chelsea,Premier League,24,1999,21,19,1539,17.1,3,1.81,0.53,29.0,0.1,0.33,19.2,0.12,0.0,0.0,32.5,43.2,75.2,488.1,124.2,19.2,22.5,85.2,9.36,12.2,76.6,2.51,4.74,53.1,0.12,1.7,3.1,1.46,0.29,5.38,43.2,38.9,3.98,0.99,0.29,0.47,3.68,0.29,1.99,0.64,1.11,0.06,32.5,0.23,1.17,3.16,2.4,0.53,0.12,0.06,0.06,0.0,0.41,0.29,0.0,0.0,0.06,0.06,0.0,1.7,0.94,0.29,0.88,0.53,0.7,1.35,52.2,0.64,1.23,0.35,0.88,0.41,2.11,0.53,0.0,53.5,0.99,6.14,23.1,24.9,3.22,53.5,1.7,0.88,51.7,0.64,37.9,29.0,153.3,79.8,2.69,1.93,0.64,2.11,1.46,37.4,6.37,0.18,0.0,0.0,1.4,1.52,0.06,3.68,0.94,0.0,0.0,0.0,4.74,0.47,0.7,40.0
1726,1726,1727,Lucas Moura,BRA,MFDF,Tottenham Hotspur,Premier League,30,1992,8,0,98,1.1,0,0.91,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,34.5,49.1,70.4,448.2,125.5,23.6,29.1,81.3,10.0,14.5,68.8,0.0,0.91,0.0,0.0,0.91,1.82,3.64,0.91,6.36,49.1,45.5,3.64,0.0,0.0,0.0,5.45,2.73,0.91,0.0,0.0,0.0,34.5,0.0,2.73,4.55,2.73,0.0,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,4.55,0.91,1.82,3.64,0.91,1.82,50.0,0.91,0.0,0.0,0.0,1.82,8.18,0.91,0.0,68.2,0.0,9.09,24.5,34.5,4.55,68.2,6.36,1.82,28.6,4.55,71.4,36.4,224.5,80.0,2.73,2.73,0.91,3.64,2.73,45.5,9.09,0.0,0.0,0.0,0.91,2.73,0.0,5.45,4.55,0.0,0.0,0.0,5.45,1.82,0.91,66.7
1728,1728,1729,João Moutinho,POR,MF,Wolves,Premier League,36,1986,20,16,1396,15.5,0,0.77,0.06,8.3,0.0,0.0,20.7,0.19,0.0,0.0,43.7,53.4,81.8,813.8,216.7,15.5,17.6,88.3,22.3,25.4,87.6,4.77,7.1,67.3,0.13,1.81,5.68,1.23,0.26,7.16,53.4,47.5,5.68,2.71,0.32,0.39,2.52,0.19,1.23,0.45,0.52,0.0,43.7,0.26,0.84,3.23,2.45,0.71,0.0,0.06,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,2.65,1.42,1.29,1.03,0.32,0.97,2.52,38.5,1.55,1.23,0.32,0.9,0.9,3.55,0.84,0.0,61.6,2.19,12.8,33.9,15.4,0.58,61.6,0.45,0.19,42.9,0.26,57.1,30.7,122.5,64.5,0.84,1.16,0.0,0.77,0.32,38.8,1.29,0.13,0.0,0.0,1.48,0.65,0.06,2.52,1.42,0.0,0.0,0.0,5.35,0.39,1.1,26.1
1731,1731,1732,Divin Mubama,ENG,FW,West Ham,Premier League,18,2004,1,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,14.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,1732,1733,Mykhailo Mudryk,UKR,FW,Chelsea,Premier League,22,2001,3,2,147,1.6,0,0.63,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,25.0,31.3,80.0,264.4,113.1,18.1,22.5,80.6,3.75,4.38,85.7,0.0,0.63,0.0,0.0,0.0,3.13,1.88,0.0,3.75,31.3,30.6,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,25.0,0.63,0.0,2.5,1.25,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.75,0.63,1.25,1.88,1.25,2.5,50.0,1.25,0.63,0.63,0.0,0.0,3.75,0.63,0.0,43.1,0.63,10.0,15.6,18.1,5.0,43.1,3.13,1.25,40.0,1.25,40.0,24.4,156.9,81.9,1.88,0.63,0.63,3.13,1.25,28.8,2.5,0.0,0.0,0.0,0.63,1.88,0.0,0.63,3.75,0.0,0.0,0.0,6.25,0.63,1.25,33.3
1745,1745,1746,Jacob Murphy,ENG,FW,Newcastle United Utd,Premier League,27,1995,22,5,557,6.2,1,1.94,0.81,41.7,0.08,0.2,17.5,0.0,0.0,0.0,18.9,30.3,62.2,278.2,67.7,11.1,14.0,79.3,6.45,9.19,70.2,0.48,2.26,21.4,0.16,1.13,0.48,2.26,0.32,3.71,30.3,29.0,1.13,0.0,0.65,0.0,3.39,0.48,0.48,0.16,0.0,0.0,18.9,0.16,2.42,2.9,2.58,0.0,0.16,0.0,0.16,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,1.45,0.65,0.48,0.81,0.16,0.81,1.61,50.0,0.81,1.29,0.0,1.29,0.32,1.77,0.32,0.0,41.1,0.97,4.68,14.0,23.2,5.32,41.1,2.74,0.65,23.5,1.45,52.9,26.1,191.1,123.7,5.48,3.06,2.1,0.97,1.77,28.7,8.87,0.0,0.0,0.0,1.13,0.65,0.16,3.39,0.65,0.0,0.0,0.0,4.03,0.32,0.81,28.6
1752,1752,1753,Enock Mwepu,ZAM,FWMF,Brighton,Premier League,25,1998,6,2,213,2.4,0,0.83,0.42,50.0,0.0,0.0,16.7,0.0,0.0,0.0,25.4,32.5,78.2,341.3,52.5,17.5,20.8,84.0,6.25,7.08,88.2,1.25,2.08,60.0,0.42,1.25,2.08,0.83,0.0,2.5,32.5,31.7,0.83,0.0,0.0,0.42,1.25,0.0,0.0,0.0,0.0,0.0,25.4,0.0,1.25,2.92,2.5,0.0,0.42,0.0,0.0,0.0,0.83,0.42,0.0,0.42,0.0,0.0,0.0,4.17,2.08,0.42,2.5,1.25,1.25,1.67,75.0,0.42,1.25,0.42,0.83,0.42,4.58,0.42,0.0,48.3,0.42,5.0,22.5,22.1,2.92,48.3,2.08,0.42,20.0,1.67,80.0,24.2,132.5,58.8,2.08,0.83,0.42,4.17,2.08,33.3,7.08,0.0,0.0,0.0,0.83,0.42,0.83,1.25,2.08,0.0,0.0,0.0,3.75,0.0,2.92,0.0
1753,1753,1754,Vitaliy Mykolenko,UKR,DFMF,Everton,Premier League,23,1999,21,21,1778,19.8,0,0.35,0.1,28.6,0.0,0.0,22.6,0.0,0.0,0.0,34.8,45.7,76.1,548.4,200.6,18.7,20.9,89.6,13.2,17.3,76.1,2.27,5.1,44.6,0.0,0.66,3.18,0.86,0.4,3.54,45.7,37.3,8.08,0.4,0.05,0.05,1.77,7.58,0.1,0.05,0.05,0.0,34.8,0.35,0.96,1.57,1.36,0.05,0.0,0.1,0.05,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.0,1.72,0.86,1.26,0.45,0.0,0.76,1.36,55.6,0.61,1.67,0.66,1.01,1.31,3.03,3.08,0.0,56.2,3.99,19.5,24.7,12.4,0.81,56.2,0.86,0.35,41.2,0.51,58.8,24.1,105.4,54.9,1.26,1.26,0.15,0.81,0.3,29.2,2.37,0.15,0.0,0.0,0.96,0.66,0.0,1.77,0.86,0.0,0.0,0.0,4.9,0.71,1.26,35.9
1765,1765,1766,Keylor Navas,CRC,GK,Nott'ham Forest,Premier League,36,1986,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,40.0,57.5,714.5,561.5,3.0,3.0,100.0,10.5,10.5,100.0,9.5,26.0,36.5,0.0,0.0,0.5,0.0,0.0,0.0,40.0,22.0,17.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,42.0,37.5,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,19.5,116.5,59.5,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1769,1769,1770,Wilfred Ndidi,NGA,MFDF,Leicester City City,Premier League,26,1996,15,10,898,10.0,0,0.5,0.2,40.0,0.0,0.0,23.6,0.0,0.0,0.0,50.7,58.3,87.0,778.3,198.0,26.5,28.2,94.0,20.0,22.4,89.3,2.5,4.7,53.2,0.0,0.1,4.0,0.0,0.0,3.8,58.3,56.5,1.8,1.2,0.0,0.4,0.1,0.3,0.0,0.0,0.0,0.0,50.7,0.0,0.8,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.9,2.1,1.5,1.3,0.1,0.9,2.4,37.5,1.5,1.7,0.7,1.0,1.7,4.6,2.1,0.1,69.6,4.7,23.1,41.5,6.0,0.4,69.6,0.4,0.3,75.0,0.1,25.0,37.1,155.7,74.0,0.9,1.2,0.0,1.0,0.6,45.4,0.2,0.3,0.0,0.0,1.7,0.7,0.0,0.1,2.1,0.0,0.1,0.0,8.2,0.9,1.4,39.1
1772,1772,1773,Reiss Nelson,ENG,FW,Arsenal,Premier League,23,1999,2,0,65,0.7,2,4.29,4.29,100.0,0.67,0.67,9.5,0.0,0.0,0.0,50.0,55.7,89.7,581.4,90.0,34.3,35.7,96.0,8.57,10.0,85.7,2.86,2.86,100.0,1.43,2.86,0.0,2.86,1.43,1.43,55.7,55.7,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,5.71,2.86,0.0,0.0,1.43,1.43,0.0,2.86,1.43,0.0,0.0,1.43,0.0,0.0,1.43,0.0,1.43,0.0,0.0,1.43,1.43,100.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,67.1,0.0,7.14,10.0,51.4,11.4,67.1,1.43,1.43,100.0,0.0,0.0,37.1,281.4,178.6,11.4,2.86,5.71,0.0,5.71,55.7,17.1,0.0,0.0,0.0,2.86,2.86,0.0,1.43,0.0,0.0,0.0,0.0,7.14,0.0,1.43,0.0
1774,1774,1775,Neto,BRA,GK,Bournemouth,Premier League,33,1989,12,12,1035,11.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,30.1,62.7,623.3,528.1,3.74,3.83,97.7,5.91,6.17,95.8,9.13,19.9,45.9,0.0,0.0,0.7,0.0,0.0,0.0,30.1,18.7,11.3,3.22,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,100.0,0.0,0.0,0.0,0.0,0.0,0.09,0.17,0.17,32.3,27.5,32.2,0.09,0.0,0.0,32.3,0.0,0.0,0.0,0.0,0.0,16.9,102.2,70.5,0.0,0.0,0.0,0.09,0.0,9.74,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.17,0.17,50.0
1775,1775,1776,Pedro Neto,POR,FWMF,Wolves,Premier League,22,2000,8,8,599,6.7,0,1.64,0.3,18.2,0.0,0.0,20.7,0.0,0.0,0.0,26.4,35.8,73.8,433.6,108.5,15.4,17.3,88.8,7.31,10.9,67.1,2.99,5.52,54.1,0.0,1.94,1.19,0.9,0.45,2.69,35.8,31.5,4.33,1.19,0.0,0.45,6.72,0.15,2.99,1.34,0.9,0.0,26.4,0.0,1.04,4.03,2.24,0.6,0.3,0.3,0.45,0.15,0.45,0.45,0.0,0.0,0.0,0.0,0.0,1.19,0.9,0.45,0.3,0.45,0.75,1.64,45.5,0.9,0.3,0.0,0.3,0.45,1.64,0.15,0.0,48.2,0.3,5.82,13.9,29.4,5.52,48.2,5.82,1.79,30.8,3.43,59.0,32.1,237.5,118.8,3.88,2.09,1.94,2.84,1.04,34.0,11.8,0.15,0.0,0.0,0.75,1.04,0.3,6.72,0.9,0.0,0.0,0.0,5.22,0.0,0.45,0.0
